chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,rolloff_mean,rolloff_var,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_centroid_mean,spectral_centroid_var,zero_crossing_rate_mean,zero_crossing_rate_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
0.372967,0.06763502,0.1696324,0.0034821613,3084.714167668269,1959901.3304091063,1864.1574498586942,137534.9460488921,1460.0241907575628,422256.47330510546,0.05161508413461539,0.0012909758866891353,172.265625,-134.38582,2024.2693,128.2556,902.01056,-4.7687087,289.88745,50.597454,226.98122,5.888888,120.298485,20.604567,162.3867,-16.264904,227.15105,17.830189,131.03151,-13.36686,137.51872,-1.4363797,81.66102,-9.460018,104.667274,4.3225713,73.75228,-9.157147,50.80395,2.7724915,37.55304,-6.158987,48.934822,5.9028482,59.094326,-5.6923237,80.85784,1.9627254,45.699314,3.36462,52.618217,-4.6160955,32.878517,blues
0.34924373,0.08388532,0.15582627,0.002847104,3050.6751427283652,1222702.7444629627,1823.2434012842377,80938.26559678807,1469.719684579423,207099.05954447665,0.05618990384615385,0.0009458014245569353,86.1328125,-142.16959,3493.8743,126.58124,399.35248,-11.838772,719.2839,44.278023,222.596,-1.5933135,209.51358,24.54715,74.542244,-11.745609,300.32446,13.635849,110.47474,-9.412277,197.22107,4.159963,95.029076,-2.8164043,75.856964,-1.34031,102.76842,-4.8362246,107.87939,1.4091278,48.205933,-7.097432,68.7256,5.549348,62.981377,-6.4500914,49.881985,2.0781114,97.7761,3.7051158,47.99161,-3.0952613,91.749626,blues
0.34872612,0.09701004,0.17709567,0.004318248,2998.581355168269,2389201.948241511,1845.0826067235926,174181.83665204374,1366.2722434848718,340237.5548034587,0.03897235576923077,0.00041297686875924554,172.265625,-157.11383,3691.3367,128.43329,917.35944,0.7705336,383.14923,49.399357,402.82523,7.398264,157.33287,25.677149,91.462364,-11.41013,299.24722,15.157806,89.24475,-16.0048,140.74174,-0.03768217,75.1075,-9.11065,74.37597,-2.3725593,105.79714,-7.638616,48.584118,-1.2043333,83.457825,-8.2973585,48.891438,3.211548,65.06206,-6.7905326,27.66638,1.5836918,49.96825,-1.1658843,52.08859,-7.723902,59.305206,blues
0.31161657,0.08780223,0.15665513,0.002004462,3708.5144981971152,1493149.4003631661,2048.2477791505776,95796.41906883183,1659.8274519212794,211759.35981093862,0.06602313701923077,0.0008479301181770642,83.35433467741936,-134.34949,1344.7772,120.29099,477.57498,-3.4404187,228.7982,36.560066,344.5559,-12.492482,352.2474,25.629541,125.30549,-19.874887,228.61409,15.237436,145.97586,-22.426056,119.39611,4.734746,84.37331,-9.643824,193.86055,0.9866591,101.64979,-11.1080265,86.884285,6.513014,122.41946,-7.604856,143.59694,3.5050848,35.777817,-10.384877,83.87784,1.5207741,57.074287,-4.8742795,101.3218,-8.082238,130.86046,blues
0.37744138,0.083172284,0.13930039,0.00211265,3017.87841796875,2840676.0515859495,1889.158751806851,178736.2899427644,1390.9407716072224,393215.5915746236,0.044189453125,0.0005861108119671161,172.265625,-175.90979,4242.691,132.65576,708.01605,9.037445,633.19135,46.30355,193.2522,-4.996182,105.73914,31.852911,132.70589,-16.578339,205.34402,20.921364,190.21394,-6.9613104,104.452446,3.3829215,134.64658,-5.696008,79.89141,0.28262025,152.64293,-12.9626255,70.26122,-0.30783832,100.02831,-9.573913,70.44045,4.2883916,60.638313,-7.0102444,52.37565,2.492584,50.92953,2.0038,106.27715,-1.8554906,92.983765,blues
0.35650495,0.090366326,0.1451713,0.0017417228,3248.7806114783652,1806250.764152743,1885.5522454932081,137235.68958384686,1504.6946236627184,297375.9204552522,0.052587890625,0.000671700881077693,83.35433467741936,-156.8264,3978.3206,124.27527,716.6534,-7.501761,831.7237,55.093494,424.33322,1.481618,274.37308,29.554974,183.86154,-9.690532,210.12451,15.372187,100.345695,-13.285518,125.27724,5.894477,90.73808,-5.270133,116.3194,4.2467413,85.744125,-11.100257,73.12667,1.0937709,87.5398,-2.4826171,151.0137,6.4723825,92.0512,-10.861022,42.205105,6.379776,67.3592,0.43838677,73.467125,-4.31483,83.04794,blues
0.33646843,0.06721956,0.17467733,0.0039696526,4596.924767127404,631331.5573876074,2268.7995678192983,40035.026401058174,2018.2642205494117,123018.96575816305,0.077392578125,0.0006673785356374887,135.99917763157896,-87.566605,2035.8668,99.0842,187.92528,-11.225244,145.71323,58.402874,76.31839,0.9446365,89.14692,35.694237,60.58129,-10.333371,50.028584,18.740654,43.80691,-16.52925,27.742117,15.400527,35.992756,-13.7141485,18.685526,11.701891,34.127037,-12.841484,19.586512,5.2988176,30.502934,-9.5449505,13.659488,4.573909,21.041725,-7.39053,29.898445,1.8336827,63.191593,-5.9516783,36.494003,3.2512102,54.999866,blues
0.3560607,0.08095943,0.18016727,0.003756052,4620.528470552885,534371.0653549115,2298.5220878335253,29918.268312475375,1956.2184018499245,105915.50646670461,0.06258638822115385,0.0004619542099315034,135.99917763157896,-94.29317,2024.919,98.81292,133.05759,-6.7941585,115.774536,58.906624,59.137608,3.6913986,93.11837,37.596092,51.939327,-10.816872,24.189081,19.016203,58.723156,-15.225425,31.088125,14.898547,31.939648,-11.565296,24.804575,12.956073,28.938955,-11.685975,22.759443,3.7718036,40.391342,-9.468612,27.926785,-0.074170746,25.383793,-12.756078,18.01178,0.1894158,30.578043,-4.509067,38.157623,2.964482,23.043198,blues
0.43512413,0.07348423,0.17600556,0.0037828225,4489.838491586538,276152.82073373627,2153.7315012910826,35868.032277936174,2209.003884056772,68641.40460511507,0.11721003605769231,0.0017896610463159323,135.99917763157896,-72.24504,1630.7051,92.246376,109.426025,-27.270147,191.01491,67.1972,96.33311,1.8008798,105.70033,32.39728,53.027664,-6.8642917,49.508236,17.827965,47.822254,-14.324574,40.040154,18.184689,36.161816,-12.251674,20.004417,13.904107,30.612463,-14.200941,30.200735,2.5728543,28.39471,-6.1360297,27.890419,6.017118,23.243835,-8.905606,25.483992,-0.1086201,42.204945,-5.093531,30.762154,6.6327276,46.299805,blues
0.34829178,0.06997467,0.18735045,0.0029256067,4383.249136117788,420400.89930602786,2165.1736035388526,30877.58048834844,2076.7646499427,89618.12941389818,0.09786283052884616,0.000836966094180677,135.99917763157896,-67.3038,1543.8016,99.08174,124.36521,-22.507645,156.37413,63.850887,50.804283,-0.70107704,60.78518,29.499588,70.1386,-12.397309,43.588852,17.70119,49.188972,-16.022394,21.687046,19.544939,28.298727,-10.413142,31.103209,14.4158535,33.466866,-11.878418,21.282997,2.122835,43.44493,-11.451232,21.28551,4.280743,24.321644,-11.533862,22.490974,-1.6381532,40.558487,-3.7470582,24.671022,3.6160738,59.12052,blues
0.37318707,0.080747664,0.22016883,0.0055320696,4214.793231670673,875998.4450449253,2073.146180938711,57232.026321730234,2007.9019859901973,201794.82029150883,0.09593224158653846,0.0017883491092885032,143.5546875,-53.723484,3279.7668,108.88103,421.75046,-28.826056,286.5395,47.564808,267.83554,-9.139286,115.67061,30.894823,97.641106,-13.237143,60.75427,22.774689,45.929474,-8.121647,84.27837,16.33019,49.100082,-12.3160925,36.42109,14.713625,47.774693,-7.4139094,44.21879,3.0265281,48.069134,-7.3670673,40.578392,3.6476653,28.383057,-10.854067,37.090893,-2.9491854,68.85425,-5.1646137,34.518906,0.9103607,44.198524,blues
0.47851968,0.06958958,0.1876112,0.0056322976,3973.95263671875,1031908.0669407661,2021.4301166511525,79034.73017595735,1896.8130740505358,155332.7458460284,0.0796875,0.0007573435856745794,67.99958881578948,-79.140976,2498.7832,113.7454,395.54694,-30.969772,302.81125,49.49324,237.1505,0.20641503,130.72241,38.580227,50.110607,-13.801929,148.18022,22.507753,41.413662,-8.498671,46.956963,14.010765,102.94683,-6.112612,72.38247,16.009577,34.848175,-9.524749,44.880596,1.2670404,57.413586,-4.943397,39.520958,4.2341084,34.34049,-4.5555005,32.7222,2.7630203,42.224598,1.5257831,31.58712,-4.1988316,35.51972,blues
0.41921988,0.0652218,0.19843626,0.004419482,3891.0498046875,401885.7849432872,1953.3684716919008,51657.99262535711,1788.078862792348,105619.55150766998,0.0730243389423077,0.0010789029838065422,135.99917763157896,-87.656715,3205.9204,114.53596,198.36238,-32.26169,367.96884,63.609226,226.947,-0.1353734,154.81505,35.24987,51.32096,-7.112001,107.8001,21.343874,52.5614,-7.9827995,47.26172,14.532469,38.921658,-9.608763,39.8989,6.9896045,50.217487,-9.086688,47.94662,2.431006,30.59476,-3.1406274,59.069572,1.5951889,31.479662,-7.178961,37.816338,-0.26119807,46.26555,-2.511328,44.583344,-0.84581864,49.68675,blues
0.41084504,0.0792352,0.2093256,0.0042074514,3618.323505108173,819672.1666518401,1863.2418099142794,78509.70623429725,1833.7027727220363,85946.34967823829,0.08977614182692308,0.0005200780496089416,135.99917763157896,-66.8005,2004.7185,119.772026,255.71906,-44.259968,350.67163,46.270252,158.7473,2.1606658,140.40565,39.177937,83.87616,-14.144896,122.07372,23.34139,33.657608,-8.257684,79.925606,12.761176,111.69098,-9.693777,68.13153,13.404841,73.879776,-4.886122,76.451775,0.9359968,50.672783,-2.8404558,57.974144,4.7593336,30.912127,-7.435831,39.846394,-3.3388042,79.6802,-3.4022284,38.265717,-2.0732276,76.965294,blues
0.44822928,0.06851318,0.19112353,0.0047192024,4009.068321814904,709362.6421323542,2026.5664395993033,63677.18085518432,1820.401812249243,171406.59683119794,0.07264498197115385,0.001264796863646197,135.99917763157896,-87.90777,3243.3066,112.49196,241.33931,-25.313501,262.82938,61.844936,210.72304,-0.29452896,115.83448,36.076355,58.58125,-8.276233,128.54965,19.020159,52.793156,-8.046859,52.06087,14.479606,35.440792,-6.6955295,49.795902,10.457782,65.67945,-10.409203,38.781574,1.0001196,53.931183,-2.5376732,39.599087,2.123507,41.36609,-8.683214,30.82295,1.3555162,39.919945,0.37111342,24.215582,-1.4495186,24.887924,blues
0.4246585,0.08621953,0.21759431,0.0047478722,3962.109375,1346300.4196148652,2027.8020902280848,106400.2713325149,1858.3129296112916,203594.03175230676,0.08321063701923077,0.0009129773089166225,135.99917763157896,-69.557846,2335.3274,114.68711,341.43692,-25.042799,270.07324,54.830177,209.52867,0.4184125,277.5946,32.78797,92.87342,-15.413993,185.00096,24.21074,64.476746,-10.448806,72.8733,9.563486,67.99955,-11.771812,30.003477,12.09699,57.464905,-7.105496,44.08388,4.91721,52.426884,-7.034731,49.734577,0.6812293,45.725185,-9.238057,63.53611,0.4963522,78.772675,-2.8643205,67.53657,-0.36172673,49.725708,blues
0.36327782,0.07271195,0.15380932,0.000749959,5397.877103365385,679546.0557558127,2455.589341499087,58457.74010989069,2359.4655502844244,241110.21187970834,0.09667217548076923,0.0014598369034084342,135.99917763157896,-102.039734,732.2899,85.27308,310.7087,3.545053,187.28648,68.70376,50.634907,-13.054277,48.06268,39.08404,37.794765,-11.896465,62.567036,25.933342,53.52834,-15.128344,83.62494,13.4341135,98.99905,-15.471092,85.61772,14.805538,80.554344,-8.405959,108.983734,2.868169,84.19032,-8.665685,56.36702,17.732498,82.68179,1.27317,103.18131,1.4068071,29.663454,-3.150681,113.128876,5.508484,120.45801,blues
0.34972358,0.07982088,0.16544868,0.00082672056,4910.812612680288,477939.876195418,2326.070488464446,38563.32997056823,2105.831507967382,143070.80840111792,0.07599158653846154,0.0004504172195344282,103.359375,-105.94463,742.9736,90.849396,180.44258,-3.5835524,95.208755,72.709076,54.457233,-8.349439,43.502613,42.01486,27.02877,-6.6937366,42.560703,24.219944,33.522907,-16.910141,43.40247,5.648648,31.28202,-22.605425,41.42693,12.1539545,78.96167,-2.9236214,114.74979,3.9517236,81.83311,-11.843903,59.513695,14.4141035,109.53407,2.3345816,117.81475,2.5750625,87.09949,-0.89558667,113.51576,2.322966,81.59099,blues
0.3309782,0.081338756,0.17901605,0.0006689119,5281.846266526442,842316.951521226,2454.883943583603,65324.53855284352,2196.807661178175,296788.1539818664,0.07492112379807692,0.001374490458584396,135.99917763157896,-99.44677,980.28937,88.339424,232.48651,5.0950403,145.56288,67.41879,90.59319,-4.7612576,53.506054,43.519985,36.531933,-8.804767,41.956665,27.87959,29.23124,-18.121178,46.18675,7.796085,31.47993,-24.389824,32.846733,8.875413,50.54617,-6.7894645,31.770046,-0.13818817,36.664604,-16.43855,34.59942,9.626937,37.033035,-3.1529753,18.506374,-2.857397,38.906914,-3.8822055,65.10356,7.613802,61.625767,blues
0.4141408,0.07214982,0.15887284,0.00085270475,5378.248760516827,465478.6034839746,2439.3782370840863,41174.613878747325,2315.202324336269,137067.21496123992,0.09116586538461538,0.0006713956911888349,129.19921875,-104.074585,1111.9819,82.62219,228.84216,-1.6074553,273.41464,61.854538,84.759384,-9.451149,53.486652,42.13437,43.488304,-6.4981537,45.415043,38.250458,94.864586,-2.9360642,109.28774,17.149862,66.92108,-21.712013,86.95767,-0.33301204,160.88795,-10.552064,84.74123,9.338902,92.49607,-8.180927,73.71382,11.040174,40.936817,0.8400364,38.70477,-0.5161605,36.601593,-15.484778,133.81177,-4.515395,139.1183,blues
0.36102232,0.069229335,0.15276305,0.0004873493,4920.3369140625,245036.43145928017,2227.311307066855,24343.98029499629,2264.971620173865,73218.54564850523,0.10871394230769231,0.0005915159868770802,135.99917763157896,-90.66491,618.7876,89.539246,187.61514,-28.378775,123.388405,59.995483,97.7584,-6.5383306,71.035805,50.792046,37.324024,-5.195464,33.06732,30.251577,41.205353,-14.426423,71.626656,4.958433,62.042908,-19.677671,71.38167,20.97585,109.492935,1.7726496,66.05512,8.638509,65.32636,-15.183293,62.506756,12.207484,87.09865,-1.1587452,100.034874,-0.5857297,64.96836,-4.2786517,61.93101,-0.22258137,89.95205,blues
0.42742693,0.073883764,0.15165308,0.00046344424,5100.387620192308,320607.1923972587,2288.0529571864504,36137.787728065436,2387.1076179751303,82815.881496802,0.10618614783653846,0.0004171561771595972,135.99917763157896,-89.469666,578.4631,82.210396,190.33002,-26.239708,176.64413,60.32948,97.33474,-6.429119,48.482857,44.054077,33.6012,-10.011643,64.65465,28.24483,42.986713,-6.7562146,80.19353,15.622491,136.03949,-16.091606,113.32316,14.082971,70.42715,-10.150226,137.95859,-0.34984177,73.54502,-13.802777,38.243095,13.97216,52.569622,-1.6408241,123.78563,-0.1386254,86.41842,-3.8661451,158.37827,2.799987,138.93369,blues
0.41489732,0.080930315,0.17100105,0.00044267485,4857.062424879808,493129.6039179232,2270.136367778315,38030.488143120965,2116.557291231197,117709.69532878298,0.082373046875,0.0005156834308917707,135.99917763157896,-83.087685,532.0537,96.79835,158.94986,-16.160437,90.12288,67.71367,36.14243,-4.504486,29.440485,45.06316,24.38934,-11.185853,33.622555,26.355972,24.422512,-15.989665,38.100677,2.8491642,26.164005,-24.461287,33.56601,11.215963,38.2891,-3.374731,45.305893,4.4155593,34.975307,-13.315195,28.173351,12.329022,37.778957,0.008387301,35.3897,-2.287246,39.634228,-5.0462008,28.059612,4.864238,32.229343,blues
0.37107477,0.07619049,0.16575333,0.00054954167,5131.942044771635,371830.6783319578,2339.6911607573293,33341.2496671492,2224.8253977855984,100551.48963485916,0.08847280649038461,0.0006091304784695779,135.99917763157896,-83.817955,502.18866,89.96873,139.09486,-12.861413,113.25054,65.15753,43.826893,-3.065331,35.046757,44.38601,32.33276,-9.584383,57.656734,27.635008,38.503376,-18.937553,26.605232,1.0139965,44.172897,-25.600687,41.80347,10.311904,45.0193,-2.4433377,72.41124,5.077753,36.177563,-14.513433,35.11289,13.745067,50.346268,4.413653,54.08852,4.5919333,65.35823,-1.9184473,65.80986,5.3545275,53.12282,blues
0.45814753,0.06640665,0.15893055,0.0006263962,5138.319185697115,427035.83479901036,2352.5024398517858,36419.65135571648,2268.247140541106,98143.81055975182,0.09541015625,0.0003827227078951322,135.99917763157896,-76.197914,434.3929,91.81053,165.76991,-14.709097,103.42206,62.251217,47.205395,-5.257115,34.633442,42.540916,43.31424,-7.30015,40.25612,30.110773,37.93766,-17.654158,20.00989,4.6996965,35.95837,-25.601252,33.199383,9.803712,47.109367,-3.0510526,72.04782,4.136888,57.844112,-16.956684,19.516216,9.308883,28.55244,-2.436599,35.999466,-5.213053,28.903011,-6.151933,18.220045,6.2255845,24.77498,blues
0.43188187,0.064792186,0.16598532,0.00069472723,5858.936110276442,563195.8454431513,2605.9122494045832,42373.554146884526,2543.4569504282263,262567.5947728934,0.09645057091346154,0.0016150298062160876,135.99917763157896,-87.3544,1090.743,77.23144,220.64357,5.0137024,145.35588,61.64776,72.90297,-5.8023977,62.37414,45.790203,39.434723,-9.850992,54.89013,29.706396,24.089037,-17.439054,21.102097,11.864681,40.01151,-22.28998,33.176437,12.54436,48.85181,-8.507972,33.534412,5.2781115,41.21928,-12.959948,38.777958,12.352609,35.395485,-3.5196838,49.001972,-1.3794435,16.410152,-10.0704975,17.492695,5.8096805,67.33344,blues
